STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	SPOPARST	SPOPCRIM	CPOPCRIM	AG_ARRST	AG_OFF	COVIND	SVIOL	SPROPERTY	SMURDER	SRAPE	SROBBERY	SAGASSLT	SBURGLRY	SLARCENY	SMVTHEFT	SARSON
9999	2	8	186	5	147	2915918	2791891	3928	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	187	5	149	2915918	2791891	22185	5	5	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	188	6	1	37253956	37253956	1510271	26	22	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	189	6	3	37253956	37253956	1175	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	190	6	5	37253956	37253956	38091	6	6	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	191	6	7	37253956	37253956	220000	13	10	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	192	6	9	37253956	37253956	45578	5	5	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	193	6	11	37253956	37253956	21419	6	5	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	194	6	13	37253956	37253956	1049025	30	26	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	195	6	15	37253956	37253956	28610	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	196	6	17	37253956	37253956	181058	7	5	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	197	6	19	37253956	37253956	930450	23	20	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	198	6	21	37253956	37253956	28122	5	5	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	199	6	23	37253956	37253956	134623	11	10	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	200	6	25	37253956	37253956	174528	11	9	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	201	6	27	37253956	37253956	18546	4	4	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	202	6	29	37253956	37253956	839631	18	15	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	203	6	31	37253956	37253956	152982	10	8	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	204	6	33	37253956	37253956	64665	5	4	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	205	6	35	37253956	37253956	34895	6	4	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	206	6	37	37253956	37253956	9818605	108	102	99.9767	0	0	0	0	0	0	0	0	0	0
9999	2	8	207	6	39	37253956	37253956	150865	6	5	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	208	6	41	37253956	37253956	252409	16	15	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	209	6	43	37253956	37253956	18251	2	2	100	0	0	0	0	0	0	0	0	0	0
